Brand,Model,picture,Price,,,,,,,,,,,,,,,,,,,,,,,
Asus,E202SA-FD111D,https://i.gadgets360cdn.com/products/laptops/large/1546455078_635_asus_e202sa-fd111d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,153.89,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E202SA-FD111D,https://i.gadgets360cdn.com/products/laptops/large/1546455078_635_asus_e202sa-fd111d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,153.89,,,,,,,,,,,,,,,,,,,,,,,1
Acer,Aspire One,https://i.gadgets360cdn.com/products/laptops/large/1546456785_635_acer_aspire-one.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,153.90,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire One,https://i.gadgets360cdn.com/products/laptops/large/1546456785_635_acer_aspire-one.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,153.90,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X200MA-KX643D,https://i.gadgets360cdn.com/products/laptops/large/1525196447_635_x200ma-kx643d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,154.47,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E402SA-WX013T,https://i.gadgets360cdn.com/products/laptops/large/1546455252_635_asus_e402sa-wx013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,155.33,,,,,,,,,,,,,,,,,,,,,,,1
Asus,E402SA-WX013T,https://i.gadgets360cdn.com/products/laptops/large/1546455252_635_asus_e402sa-wx013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,155.33,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-ES-15,https://i.gadgets360cdn.com/products/laptops/large/1546455471_635_acer_aspire-e-e15-es-15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,156.73,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-ES-15,https://i.gadgets360cdn.com/products/laptops/large/1546455471_635_acer_aspire-e-e15-es-15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,156.73,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook E402MA-WX0001T,https://i.gadgets360cdn.com/products/laptops/large/1546455434_635_asus_vivobook-e402ma-wx0001t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,160.55,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook E402MA-WX0001T,https://i.gadgets360cdn.com/products/laptops/large/1546455434_635_asus_vivobook-e402ma-wx0001t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,160.55,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire ES1-132,https://i.gadgets360cdn.com/products/laptops/large/1525201887_635_aspire-es1-132.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Switch SW110-1CT,https://i.gadgets360cdn.com/products/laptops/large/1546453741_635_acer_switch-sw110-1ct.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Switch SW110-1CT,https://i.gadgets360cdn.com/products/laptops/large/1546453741_635_acer_switch-sw110-1ct.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire A315-21-43WX,https://i.gadgets360cdn.com/products/laptops/large/1546455635_635_acer_aspire-a315-21-43wx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,1
Acer,Aspire A315-21-43WX,https://i.gadgets360cdn.com/products/laptops/large/1546455635_635_acer_aspire-a315-21-43wx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X541NA-GO008T,https://i.gadgets360cdn.com/products/laptops/large/1546454129_635_asus_x-x541na-go008t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X541NA-GO008T,https://i.gadgets360cdn.com/products/laptops/large/1546454129_635_asus_x-x541na-go008t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X200MA-KX645D-X200M,https://i.gadgets360cdn.com/products/laptops/large/1546455376_635_asus_x200ma-kx645d-x200m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X200MA-KX645D-X200M,https://i.gadgets360cdn.com/products/laptops/large/1546455376_635_asus_x200ma-kx645d-x200m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,1
Lenovo,IdeaPad 330,https://i.gadgets360cdn.com/products/laptops/large/1546456010_635_lenovo_ideapad-330.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES-11-ES1-131,https://i.gadgets360cdn.com/products/laptops/large/1546455467_635_acer_aspire-e-es-11-es1-131.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.50,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES-11-ES1-131,https://i.gadgets360cdn.com/products/laptops/large/1546455467_635_acer_aspire-e-es-11-es1-131.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.50,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad 120S 11Iap,https://i.gadgets360cdn.com/products/laptops/large/1546456004_635_lenovo_ideapad-120s-11iap.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,161.54,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire One Z1402,https://i.gadgets360cdn.com/products/laptops/large/1525201909_635_aspire-one-z1402.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.16,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad Miix 310,https://i.gadgets360cdn.com/products/laptops/large/1546455548_635_lenovo_ideapad-miix-310.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.16,,,,,,,,,,,,,,,,,,,,,,,4
Micromax,Ignite LPQ61,https://i.gadgets360cdn.com/products/laptops/large/1525202395_635_ignite-lpq61.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.16,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Gateway NE46RS1,https://i.gadgets360cdn.com/products/laptops/large/1546455255_635_acer_gateway-ne46rs1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.22,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Gateway NE46RS1,https://i.gadgets360cdn.com/products/laptops/large/1546455255_635_acer_gateway-ne46rs1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.22,,,,,,,,,,,,,,,,,,,,,,,3
Acer,ChromeBook C730-C890,https://i.gadgets360cdn.com/products/laptops/large/1546455510_635_acer_chromebook-c730-c890.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.24,,,,,,,,,,,,,,,,,,,,,,,3
Acer,ChromeBook C730-C890,https://i.gadgets360cdn.com/products/laptops/large/1546455510_635_acer_chromebook-c730-c890.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.24,,,,,,,,,,,,,,,,,,,,,,,3
Asus,Eeebook E402SA-WX227T,https://i.gadgets360cdn.com/products/laptops/large/1525206034_635_eeebook-e402sa-wx227t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,166.25,,,,,,,,,,,,,,,,,,,,,,,4
Asus,X X200CA-KX072D,https://i.gadgets360cdn.com/products/laptops/large/1546455347_635_asus_x-x200ca-kx072d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,167.19,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES1-512,https://i.gadgets360cdn.com/products/laptops/large/1546453444_635_acer_aspire-e-es1-512.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,167.20,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,Essential G580,https://i.gadgets360cdn.com/products/laptops/large/1546456645_635_lenovo_essential-g580.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,169.10,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E402NA-GA022T,https://i.gadgets360cdn.com/products/laptops/large/1546454098_635_asus_e402na-ga022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,169.96,,,,,,,,,,,,,,,,,,,,,,,2
Asus,E402NA-GA022T,https://i.gadgets360cdn.com/products/laptops/large/1546454098_635_asus_e402na-ga022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,169.96,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES1-523,https://i.gadgets360cdn.com/products/laptops/large/1546452941_635_acer_aspire-e-es1-523.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,2
Acer,Aspire Z3-451,https://i.gadgets360cdn.com/products/laptops/large/1546454437_635_acer_aspire-z3-451.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire Z3-451,https://i.gadgets360cdn.com/products/laptops/large/1546454437_635_acer_aspire-z3-451.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire 3 A315-21,https://i.gadgets360cdn.com/products/laptops/large/1546454511_635_acer_aspire-3-a315-21.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire 3 A315-21,https://i.gadgets360cdn.com/products/laptops/large/1546454511_635_acer_aspire-3-a315-21.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,EeeBook E402NA-GA022T,https://i.gadgets360cdn.com/products/laptops/large/1546456445_635_asus_eeebook-e402na-ga022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,EeeBook E402NA-GA022T,https://i.gadgets360cdn.com/products/laptops/large/1546456445_635_asus_eeebook-e402na-ga022t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,Transformer Book T101HA-GR007T,https://i.gadgets360cdn.com/products/laptops/large/1546453605_635_asus_transformer-book-t101ha-gr007t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,Transformer Book T101HA-GR007T,https://i.gadgets360cdn.com/products/laptops/large/1546453605_635_asus_transformer-book-t101ha-gr007t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,245 G5-Y0T72PA,https://i.gadgets360cdn.com/products/laptops/large/1546454597_635_hp_245-g5-y0t72pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,245 G5-1CR35PA,https://i.gadgets360cdn.com/products/laptops/large/1546454301_635_hp_245-g5-1cr35pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,4
Lenovo,G50 45,https://i.gadgets360cdn.com/products/laptops/large/1525206045_635_g50-45.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-AY016TU,https://i.gadgets360cdn.com/products/laptops/large/1546453620_635_hp_15-ay016tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,170.97,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire E ES1-131-C4ZS,https://i.gadgets360cdn.com/products/laptops/large/1546455216_635_acer_aspire-e-es1-131-c4zs.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,171.00,,,,,,,,,,,,,,,,,,,,,,,1
Asus,X540SA-XX180D,https://i.gadgets360cdn.com/products/laptops/large/1546453464_635_asus_x540sa-xx180d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,171.00,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E202SA-FD012D,https://i.gadgets360cdn.com/products/laptops/large/1546455208_635_asus_e202sa-fd012d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,171.00,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E202SA-FD012D,https://i.gadgets360cdn.com/products/laptops/large/1546455208_635_asus_e202sa-fd012d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,171.00,,,,,,,,,,,,,,,,,,,,,,,3
HP,Stream 11-d023tu,https://i.gadgets360cdn.com/products/laptops/large/1525196455_635_stream-11-d023tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,171.00,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion 11-S003TU,https://i.gadgets360cdn.com/products/laptops/large/1546455939_635_hp_pavilion-11-s003tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,172.08,,,,,,,,,,,,,,,,,,,,,,,3
Acer,One 14 Z422,https://i.gadgets360cdn.com/products/laptops/large/1546454399_635_acer_one-14-z422.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,172.89,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E3-112M,https://i.gadgets360cdn.com/products/laptops/large/1525196442_635_aspire-e-e3-112m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,174.61,,,,,,,,,,,,,,,,,,,,,,,3
Asus,XX543B,https://i.gadgets360cdn.com/products/laptops/large/1525201996_635_xx543b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,174.79,,,,,,,,,,,,,,,,,,,,,,,3
HP,NoteBook 245 G5,https://i.gadgets360cdn.com/products/laptops/large/1546453895_635_hp_notebook-245-g5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.26,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire ES1-523-20DG,https://i.gadgets360cdn.com/products/laptops/large/1525205887_635_aspire-es1-523-20dg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.74,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E1-ES1-521-237Q,https://i.gadgets360cdn.com/products/laptops/large/1546455399_635_acer_aspire-e-e1-es1-521-237q.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.74,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E1-ES1-521-237Q,https://i.gadgets360cdn.com/products/laptops/large/1546455399_635_acer_aspire-e-e1-es1-521-237q.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.74,,,,,,,,,,,,,,,,,,,,,,,3
Acer,TMP249-M,https://i.gadgets360cdn.com/products/laptops/large/1546455853_635_acer_tmp249-m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,4
Acer,TMP249-M,https://i.gadgets360cdn.com/products/laptops/large/1546455853_635_acer_tmp249-m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,
Asus,EeeBook E203NA-FD027T,https://i.gadgets360cdn.com/products/laptops/large/1546455099_635_asus_eeebook-e203na-fd027t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,4
Asus,EeeBook E203NA-FD027T,https://i.gadgets360cdn.com/products/laptops/large/1546455099_635_asus_eeebook-e203na-fd027t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X200MA-KX238D,https://i.gadgets360cdn.com/products/laptops/large/1546455480_635_asus_x-x200ma-kx238d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X200MA-KX238D,https://i.gadgets360cdn.com/products/laptops/large/1546455480_635_asus_x-x200ma-kx238d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,175.75,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire ES ES1-131,https://i.gadgets360cdn.com/products/laptops/large/1525201903_635_aspire-es-es1-131.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,177.56,,,,,,,,,,,,,,,,,,,,,,,4
iBall,CompBook PREMIO-V2.0,https://i.gadgets360cdn.com/products/laptops/large/1546453787_635_iball_compbook-premio-v2-0.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,178.51,,,,,,,,,,,,,,,,,,,,,,,2
Acer,Aspire E ES-11-ES1-132,https://i.gadgets360cdn.com/products/laptops/large/1546454488_635_acer_aspire-e-es-11-es1-132.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,178.59,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES-11-ES1-132,https://i.gadgets360cdn.com/products/laptops/large/1546454488_635_acer_aspire-e-es-11-es1-132.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,178.59,,,,,,,,,,,,,,,,,,,,,,,1
Asus,X551CA-SX021D,https://i.gadgets360cdn.com/products/laptops/large/1546455352_635_asus_x551ca-sx021d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,179.46,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X551CA-SX021D,https://i.gadgets360cdn.com/products/laptops/large/1546455352_635_asus_x551ca-sx021d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,179.46,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E1-ES1,https://i.gadgets360cdn.com/products/laptops/large/1546455388_635_acer_aspire-e-e1-es1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E1-ES1,https://i.gadgets360cdn.com/products/laptops/large/1546455388_635_acer_aspire-e-e1-es1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ESI-131-C8JS,https://i.gadgets360cdn.com/products/laptops/large/1546453477_635_acer_aspire-e-esi-131-c8js.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,2
Acer,Aspire E ES1-533-C1SX,https://i.gadgets360cdn.com/products/laptops/large/1546455387_635_acer_aspire-e-es1-533-c1sx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES1-533-C1SX,https://i.gadgets360cdn.com/products/laptops/large/1546455387_635_acer_aspire-e-es1-533-c1sx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,1
Acer,Aspire A315-31,https://i.gadgets360cdn.com/products/laptops/large/1546453593_635_acer_aspire-a315-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire A315-31,https://i.gadgets360cdn.com/products/laptops/large/1546453593_635_acer_aspire-a315-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,4
Dell,Vostro 3565,https://i.gadgets360cdn.com/products/laptops/large/1546455168_635_dell_vostro-3565.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,4
HP,15-bg003au,https://i.gadgets360cdn.com/products/laptops/large/1525206342_635_15-bg003au.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-BS614TU,https://i.gadgets360cdn.com/products/laptops/large/1546453547_635_hp_15-bs614tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,One P9L1,https://i.gadgets360cdn.com/products/laptops/large/1525201913_635_one-p9l1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.49,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X540SA-XX366D,https://i.gadgets360cdn.com/products/laptops/large/1525205945_635_x540sa-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.49,,,,,,,,,,,,,,,,,,,,,,,2
HP,250-G6,https://i.gadgets360cdn.com/products/laptops/large/1546453874_635_hp_250-g6.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.49,,,,,,,,,,,,,,,,,,,,,,,1
Micromax,Canvas LT777,https://i.gadgets360cdn.com/products/laptops/large/1525202391_635_canvas-lt777.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.49,,,,,,,,,,,,,,,,,,,,,,,1
Asus,E202SA-FD0012T,https://i.gadgets360cdn.com/products/laptops/large/1525204142_635_e202sa-fd0012t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.50,,,,,,,,,,,,,,,,,,,,,,,3
Asus,A553SA-XX049D,https://i.gadgets360cdn.com/products/laptops/large/1525201936_635_a553sa-xx049d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.50,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad 300 15Ibr,https://i.gadgets360cdn.com/products/laptops/large/1546456005_635_lenovo_ideapad-300-15ibr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,180.50,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion G4-1303au,https://i.gadgets360cdn.com/products/laptops/large/1525200131_635_pavilion-g4-1303au.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,181.05,,,,,,,,,,,,,,,,,,,,,,,4
Asus,EeeBook E202SA-FD0003T,https://i.gadgets360cdn.com/products/laptops/large/1546455220_635_asus_eeebook-e202sa-fd0003t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,181.93,,,,,,,,,,,,,,,,,,,,,,,3
Asus,EeeBook E202SA-FD0003T,https://i.gadgets360cdn.com/products/laptops/large/1546455220_635_asus_eeebook-e202sa-fd0003t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,181.93,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook E12 E203NAH-FD049T,https://i.gadgets360cdn.com/products/laptops/large/1546453775_635_asus_vivobook-e12-e203nah-fd049t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.31,,,,,,,,,,,,,,,,,,,,,,,7
Asus,VivoBook E12 E203NAH-FD049T,https://i.gadgets360cdn.com/products/laptops/large/1546453775_635_asus_vivobook-e12-e203nah-fd049t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.31,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X553MA-SX857D,https://i.gadgets360cdn.com/products/laptops/large/1546455422_635_asus_x-x553ma-sx857d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.39,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X X553MA-SX857D,https://i.gadgets360cdn.com/products/laptops/large/1546455422_635_asus_x-x553ma-sx857d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.39,,,,,,,,,,,,,,,,,,,,,,,2
Acer,Aspire E ES-ES1-520-301E,https://i.gadgets360cdn.com/products/laptops/large/1546455458_635_acer_aspire-e-es-es1-520-301e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.40,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E ES-ES1-520-301E,https://i.gadgets360cdn.com/products/laptops/large/1546455458_635_acer_aspire-e-es-es1-520-301e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.40,,,,,,,,,,,,,,,,,,,,,,,3
HP,15Q-BY001AU,https://i.gadgets360cdn.com/products/laptops/large/1546454782_635_hp_15q-by001au.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,182.78,,,,,,,,,,,,,,,,,,,,,,,4
Lenovo,S20-30 59-442211,https://i.gadgets360cdn.com/products/laptops/large/1546455509_635_lenovo_s20-30-59-442211.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,183.25,,,,,,,,,,,,,,,,,,,,,,,3
Asus,E203NAH-FD053T,https://i.gadgets360cdn.com/products/laptops/large/1546453856_635_asus_e203nah-fd053t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,184.16,,,,,,,,,,,,,,,,,,,,,,,1
